concept_id,concept_name,unique_id,num_images
0,aardvark,aardvark,15
1,abacus,abacus,15
2,accordion,accordion,15
3,acorn,acorn,17
4,air conditioner,air_conditioner,14
5,air mattress,air_mattress,14
6,air pump,air_pump,14
7,airbag,airbag,17
8,airboat,airboat,14
9,aircraft carrier,aircraft_carrier,24
10,airplane,airplane,13
11,album,album,17
12,alligator,alligator,15
13,almond,almond,14
14,aloe,aloe,13
15,alpaca,alpaca,16
16,altar,altar,19
17,aluminum foil,aluminum_foil,16
18,amber,amber,13
19,ambulance,ambulance,14
20,amplifier,amplifier,17
21,anchor,anchor,15
22,ankle,ankle,13
23,anklet,anklet,13
24,ant,ant,13
25,anteater,anteater,13
26,antelope,antelope,13
27,antenna,antenna,13
28,anvil,anvil,14
29,appetizer,appetizer,30
30,apple,apple,13
31,apple tree,apple_tree,13
32,applesauce,applesauce,17
33,apron,apron,14
34,aquarium,aquarium,13
35,arch,arch,13
36,arm,arm,14
37,armor,armor,15
38,arrow,arrow,16
39,artichoke,artichoke,13
40,arugula,arugula,14
41,ashtray,ashtray,15
42,asparagus,asparagus,13
43,avocado,avocado,17
44,awning,awning,14
45,axe,axe,15
46,baby,baby,36
47,backdrop,backdrop,15
48,backgammon,backgammon,14
49,backpack,backpack,14
50,backscratcher,backscratcher,21
51,bacon,bacon,19
52,badge,badge,14
53,badger,badger,24
54,bag,bag,17
55,bagel,bagel,25
56,bagpipe,bagpipe,16
57,baklava,baklava,17
58,balance beam,balance_beam,14
59,ball,ball,17
60,balloon,balloon,21
61,ballot box,ballot_box,17
62,bamboo,bamboo,17
63,banana,banana,14
64,banana peel,banana_peel,18
65,banana split,banana_split,16
66,bandage,bandage,13
67,bandanna,bandanna,13
68,banjo,banjo,17
69,bank,bank,14
70,banner,banner,14
71,barbed wire,barbed_wire,18
72,barbell,barbell,13
73,barcode,barcode,15
74,bark,bark,23
75,barnacle,barnacle,13
76,barrel,barrel,20
77,barrette,barrette,13
78,baseball,baseball,19
79,baseball bat,baseball_bat,13
80,baseball glove,baseball_glove,20
81,basil,basil,15
82,basket,basket,13
83,basketball,basketball,14
84,basketball hoop,basketball_hoop,13
85,bassinet,bassinet,17
86,bassoon,bassoon,20
87,bat,bat1,19
88,bat,bat2,16
89,bathmat,bathmat,14
90,bathrobe,bathrobe,22
91,bathtub,bathtub,25
92,baton,baton1,17
93,baton,baton2,14
94,baton,baton3,18
95,baton,baton4,19
96,batter,batter,13
97,battery,battery,14
98,bazooka,bazooka,14
99,beachball,beachball,20
100,bead,bead,15
101,beaker,beaker,17
102,bean,bean,14
103,beanbag,beanbag,17
104,beanie,beanie,19
105,bear,bear,22
106,beard,beard,17
107,beaver,beaver,18
108,bed,bed,23
109,bedpan,bedpan,14
110,bedpost,bedpost,16
111,bee,bee,28
112,beehive,beehive,14
113,beer,beer,17
114,beet,beet,16
115,beetle,beetle,16
116,bell,bell,18
117,bell pepper,bell_pepper,15
118,belt,belt,15
119,belt buckle,belt_buckle,18
120,bench,bench,17
121,berry,berry,13
122,bib,bib,16
123,bike,bike,24
124,bikini,bikini,13
125,bin,bin,15
126,binder,binder,25
127,binoculars,binoculars,13
128,bird,bird,24
129,birdbath,birdbath,16
130,birdcage,birdcage,13
131,birdhouse,birdhouse,13
132,birthday cake,birthday_cake,19
133,biscuit,biscuit,13
134,bison,bison,14
135,blackberry,blackberry,13
136,blanket,blanket,13
137,blazer,blazer,16
138,blender,blender,15
139,blimp,blimp,13
140,blind,blind,27
141,blinder,blinder,14
142,blindfold,blindfold,19
143,block,block,16
144,blouse,blouse,17
145,blower,blower,17
146,blowfish,blowfish,17
147,blowgun,blowgun,14
148,blowtorch,blowtorch,15
149,blueberry,blueberry,13
150,boa,boa,16
151,boar,boar,13
152,board,board,17
153,board game,board_game,23
154,boat,boat,16
155,bobsled,bobsled,19
156,bok choy,bok_choy,18
157,bolo tie,bolo_tie,13
158,bologna,bologna,13
159,bolt,bolt,16
160,bomb,bomb,16
161,bone,bone,16
162,bongo,bongo,19
163,bonnet,bonnet,13
164,bonsai,bonsai,13
165,book,book,14
166,bookmark,bookmark,18
167,bookshelf,bookshelf,13
168,boomerang,boomerang,13
169,boot,boot,17
170,bottle,bottle,13
171,bottle opener,bottle_opener,16
172,boulder,boulder,23
173,bouquet,bouquet,15
174,bow,bow1,20
175,bow,bow2,13
176,bow,bow3,13
177,bowl,bowl,13
178,bowler hat,bowler_hat,14
179,bowling ball,bowling_ball,19
180,bowtie,bowtie,15
181,box,box,13
182,boxer shorts,boxer_shorts,14
183,boxing gloves,boxing_gloves,16
184,boy,boy,14
185,bra,bra,15
186,brace,brace,17
187,bracelet,bracelet1,19
188,bracelet,bracelet2,18
189,bracket,bracket,16
190,braid,braid,13
191,brake,brake,13
192,branch,branch,15
193,brass knuckles,brass_knuckles,15
194,bread,bread,23
195,breadbox,breadbox,15
196,breadstick,breadstick,17
197,breakfast,breakfast,14
198,breathalyzer,breathalyzer,13
199,brick,brick,15
200,briefcase,briefcase,14
201,broccoli,broccoli,15
202,brooch,brooch,13
203,broom,broom,13
204,brownie,brownie,19
205,brush,brush,14
206,brussels sprouts,brussels_sprouts,13
207,bubble,bubble,13
208,bubble wrap,bubble_wrap,13
209,bucket,bucket,13
210,buckle,buckle,15
211,buffet,buffet,15
212,bug,bug,18
213,buggy,buggy,13
214,bull,bull,13
215,bulldozer,bulldozer,23
216,bullet,bullet,14
217,bulletin board,bulletin_board,13
218,bulletproof vest,bulletproof_vest,13
219,bumper,bumper,13
220,bun,bun,13
221,bungee,bungee,13
222,bunkbed,bunkbed,16
223,buoy,buoy,13
224,burner,burner,13
225,burrito,burrito,13
226,bus,bus,13
227,bush,bush,13
228,butter,butter,17
229,butterfly,butterfly,17
230,button,button1,20
231,button,button2,13
232,cabbage,cabbage,14
233,cabinet,cabinet,15
234,cable,cable,13
235,cactus,cactus,13
236,cage,cage,13
237,cake,cake,16
238,cake mix,cake_mix,13
239,calamari,calamari,15
240,calculator,calculator,15
241,calf,calf1,17
242,calf,calf2,15
243,calzone,calzone,13
244,camcorder,camcorder,13
245,camel,camel,14
246,camera lens,camera_lens,15
247,camera,camera1,13
248,camera,camera2,13
249,camper,camper,13
250,can,can,13
251,can opener,can_opener,13
252,candelabra,candelabra,18
253,candle,candle,13
254,candlestick,candlestick,15
255,candy,candy,14
256,candy bar,candy_bar,13
257,candy cane,candy_cane,13
258,cane,cane,13
259,canister,canister,16
260,cannon,cannon,13
261,cannonball,cannonball,17
262,canoe,canoe,22
263,cantaloupe,cantaloupe,14
264,canvas,canvas,17
265,cap,cap,15
266,cape,cape,16
267,car,car,13
268,car door,car_door,13
269,car seat,car_seat,14
270,caramel,caramel,14
271,card,card,16
272,cardboard,cardboard,14
273,cardigan,cardigan,15
274,cardinal,cardinal,16
275,carousel,carousel,13
276,carriage,carriage,17
277,carrot,carrot,13
278,cart,cart,13
279,cash machine,cash_machine,13
280,cash register,cash_register,13
281,cashew,cashew,16
282,casserole,casserole,13
283,cassette,cassette,13
284,cat,cat,13
285,catapult,catapult,13
286,caterpillar,caterpillar,22
287,catfish,catfish,13
288,cauliflower,cauliflower,17
289,caviar,caviar,14
290,cd player,cd_player,13
291,celery,celery,13
292,cello,cello,15
293,cellphone,cellphone,17
294,cement mixer,cement_mixer,13
295,centerpiece,centerpiece,14
296,centrifuge,centrifuge,13
297,cereal,cereal,13
298,chain,chain,17
299,chainsaw,chainsaw,17
300,chair,chair,13
301,chalice,chalice,17
302,chalk,chalk,14
303,chalkboard,chalkboard,13
304,champagne,champagne,19
305,chandelier,chandelier,13
306,chaps,chaps,20
307,charcoal,charcoal,13
308,charger,charger,15
309,chariot,chariot,15
310,checkbook,checkbook,13
311,checkers,checkers,13
312,cheese,cheese,16
313,cheeseburger,cheeseburger,13
314,cheesecake,cheesecake,16
315,cheetah,cheetah,14
316,cherry,cherry,13
317,chess piece,chess_piece,14
318,chessboard,chessboard,13
319,chest,chest1,15
320,chest,chest2,13
321,chick,chick,13
322,chicken wire,chicken_wire,15
323,chicken,chicken1,13
324,chicken,chicken2,13
325,chickpea,chickpea,16
326,chihuahua,chihuahua,13
327,chili,chili,15
328,chime,chime,13
329,chimney,chimney,13
330,chin,chin,13
331,chinaware,chinaware,16
332,chinchilla,chinchilla,16
333,chip,chip,13
334,chipmunk,chipmunk,17
335,chips,chips,13
336,chisel,chisel,17
337,chive,chive,13
338,chocolate,chocolate,15
339,chopsticks,chopsticks,13
340,christmas card,christmas_card,16
341,christmas tree,christmas_tree,13
342,chute,chute,14
343,cigar,cigar,26
344,cigarette,cigarette,18
345,cigarette butt,cigarette_butt,15
346,cigarette holder,cigarette_holder,21
347,cilantro,cilantro,14
348,cinnamon,cinnamon,13
349,clam,clam,17
350,clarinet,clarinet,14
351,clasp,clasp,14
352,clay,clay,13
353,cleat,cleat,23
354,cleaver,cleaver,14
355,clipboard,clipboard,16
356,clipper,clipper1,14
357,clipper,clipper2,13
358,cloak,cloak,15
359,clock,clock,13
360,closet,closet,14
361,clothes,clothes,14
362,clothesline,clothesline,13
363,clothespin,clothespin,13
364,cloud,cloud,13
365,clove,clove,13
366,clover,clover,19
367,coal,coal,13
368,coaster,coaster,19
369,coat,coat,13
370,coat rack,coat_rack,16
371,cobra,cobra,14
372,cockatoo,cockatoo,14
373,cockroach,cockroach,13
374,cocktail,cocktail,13
375,coconut,coconut,21
376,cocoon,cocoon,13
377,coffee,coffee,16
378,coffee bean,coffee_bean,13
379,coffee filter,coffee_filter,13
380,coffee pot,coffee_pot,15
381,coffee table,coffee_table,15
382,coffeemaker,coffeemaker,15
383,coffin,coffin,14
384,coil,coil,13
385,coin,coin,16
386,coleslaw,coleslaw,16
387,collar,collar,17
388,column,column,15
389,comb,comb,13
390,combination lock,combination_lock,13
391,comic book,comic_book,16
392,compass,compass,13
393,compost,compost,17
394,computer,computer,13
395,computer screen,computer_screen,17
396,confetti,confetti,13
397,contact lens,contact_lens,17
398,container,container,14
399,cooker,cooker,17
400,cookie,cookie,16
401,cookie cutter,cookie_cutter,14
402,cookie sheet,cookie_sheet,15
403,cooler,cooler,14
404,coop,coop,14
405,copier,copier,16
406,coral,coral,14
407,cord,cord,16
408,cordon bleu,cordon_bleu,13
409,cork,cork,15
410,corkboard,corkboard,16
411,corkscrew,corkscrew,13
412,corn,corn,18
413,cornbread,cornbread,15
414,cornhusk,cornhusk,16
415,cornmeal,cornmeal,15
416,cornucopia,cornucopia,14
417,corsage,corsage,16
418,corset,corset,19
419,costume,costume,15
420,cot,cot,18
421,cotton candy,cotton_candy,14
422,couch,couch,23
423,cougar,cougar,21
424,counter,counter,18
425,coverall,coverall,15
426,cow,cow,17
427,coyote,coyote,21
428,crab,crab,18
429,cracker,cracker,16
430,cranberry,cranberry,15
431,crane,crane,19
432,crank,crank,17
433,crate,crate,18
434,crayfish,crayfish,16
435,crayon,crayon,18
436,cream,cream,13
437,cream cheese,cream_cheese,13
438,credit card,credit_card,13
439,creme brulee,creme_brulee,20
440,crepe,crepe,20
441,crib,crib,18
442,croissant,croissant,15
443,cross,cross,19
444,crossbow,crossbow,13
445,crouton,crouton,13
446,crow,crow,22
447,crowbar,crowbar,13
448,crown,crown,13
449,crucifix,crucifix,13
450,cruise ship,cruise_ship,13
451,crumb,crumb,13
452,crutch,crutch,15
453,crystal ball,crystal_ball,13
454,crystal,crystal1,13
455,crystal,crystal2,21
456,cuckoo clock,cuckoo_clock,22
457,cucumber,cucumber,17
458,cufflink,cufflink,19
459,cummerbund,cummerbund,18
460,cup,cup,16
461,cupcake,cupcake,18
462,curb,curb,15
463,curling iron,curling_iron,15
464,curry,curry,23
465,curtain,curtain,13
466,cushion,cushion,13
467,cutting board,cutting_board,13
468,cymbal,cymbal,17
469,dagger,dagger,15
470,daisy,daisy,13
471,dalmatian,dalmatian,13
472,dandelion,dandelion,16
473,dart,dart,13
474,dartboard,dartboard,13
475,dashboard,dashboard,14
476,deer,deer,15
477,defibrillator,defibrillator,15
478,denture,denture,15
479,deodorant,deodorant,13
480,desk,desk,15
481,dessert,dessert,23
482,detonator,detonator,13
483,dial,dial,13
484,diamond,diamond,17
485,diaper,diaper,13
486,dice,dice,16
487,dip,dip,15
488,dirt bike,dirt_bike,13
489,dish,dish,22
490,dishrag,dishrag,13
491,dishwasher,dishwasher,14
492,dishwashing liquid,dishwashing_liquid,14
493,diskette,diskette,13
494,diving board,diving_board,14
495,dog,dog,13
496,dogfood,dogfood,14
497,doghouse,doghouse,14
498,doily,doily,18
499,doll,doll,16
500,dollhouse,dollhouse,15
501,dolly,dolly,14
502,dolphin,dolphin,15
503,domino,domino,19
504,donkey,donkey,18
505,donut,donut,17
506,door,door,15
507,doorbell,doorbell,15
508,doorhandle,doorhandle,14
509,doorknob,doorknob,21
510,doorknocker,doorknocker,29
511,doormat,doormat,17
512,doorstop,doorstop,16
513,dough,dough,23
514,dragonfly,dragonfly,17
515,drain,drain,18
516,drawer,drawer,14
517,dreidel,dreidel,14
518,dress,dress,14
519,dresser,dresser,20
520,drill,drill,15
521,drink,drink,16
522,drum,drum,16
523,drumstick,drumstick,13
524,dryer,dryer,13
525,duck,duck,14
526,duckling,duckling,26
527,duct,duct,14
528,duct tape,duct_tape,13
529,duffel bag,duffel_bag,14
530,dumbbell,dumbbell,18
531,dumbwaiter,dumbwaiter,18
532,dumpling,dumpling,14
533,dumpster,dumpster,15
534,duster,duster,13
535,dustpan,dustpan,14
536,dynamite,dynamite,14
537,eagle,eagle,22
538,ear,ear,13
539,earplug,earplug,14
540,earring,earring,17
541,earwig,earwig,15
542,easel,easel,17
543,easter egg,easter_egg,16
544,eclair,eclair,15
545,eel,eel,13
546,egg,egg,16
547,egg roll,egg_roll,13
548,eggbeater,eggbeater,18
549,eggnog,eggnog,13
550,eggplant,eggplant,13
551,eggshell,eggshell,15
552,elbow,elbow,15
553,electric chair,electric_chair,13
554,elephant,elephant,13
555,emerald,emerald,13
556,enchilada,enchilada,17
557,engine,engine,13
558,envelope,envelope,13
559,eraser,eraser,13
560,espresso,espresso,13
561,exerciser,exerciser,13
562,exhaust pipe,exhaust_pipe,17
563,extinguisher,extinguisher,17
564,eye,eye,22
565,eye patch,eye_patch,13
566,eyedropper,eyedropper,13
567,eyeliner,eyeliner,13
568,eyepiece,eyepiece,13
569,face,face,13
570,face mask,face_mask,13
571,fan,fan,15
572,fast food,fast_food,13
573,faucet,faucet,13
574,feather,feather,17
575,fence,fence,25
576,fencepost,fencepost,15
577,fern,fern,13
578,ferret,ferret,14
579,ferris wheel,ferris_wheel,23
580,ferry,ferry,13
581,fig,fig,13
582,figurine,figurine,13
583,file,file1,13
584,file,file2,13
585,filing cabinet,filing_cabinet,13
586,film,film,13
587,filter,filter,16
588,finger,finger,13
589,fingerprint,fingerprint,14
590,fire,fire,13
591,fire alarm,fire_alarm,22
592,fire hydrant,fire_hydrant,15
593,fire pit,fire_pit,15
594,firecracker,firecracker,16
595,fireplace,fireplace,20
596,firetruck,firetruck,13
597,firewood,firewood,13
598,fireworks,fireworks,23
599,first-aid kit,first-aid_kit,13
600,fish,fish,14
601,fishbowl,fishbowl,18
602,fishhook,fishhook,13
603,fishing pole,fishing_pole,13
604,fishnet stockings,fishnet_stockings,16
605,flag,flag,15
606,flagpole,flagpole,15
607,flamethrower,flamethrower,13
608,flamingo,flamingo,23
609,flan,flan,13
610,flashbulb,flashbulb,13
611,flashlight,flashlight,13
612,flask,flask,15
613,flatiron,flatiron,13
614,flip-flop,flip_flop,13
615,flipper,flipper,13
616,float,float,13
617,floss,floss,14
618,flour,flour,13
619,flower,flower,20
620,flute,flute,16
621,fly,fly,18
622,flypaper,flypaper,14
623,flyswatter,flyswatter,13
624,foam,foam,13
625,folder,folder,20
626,fondue,fondue,16
627,food processor,food_processor,15
628,foot,foot,15
629,football,football,13
630,football helmet,football_helmet,17
631,footbath,footbath,13
632,footprint,footprint,16
633,footrest,footrest,13
634,fork,fork,13
635,forklift,forklift,13
636,fossil,fossil,13
637,fountain pen,fountain_pen,16
638,fox,fox,17
639,frame,frame,13
640,freezer,freezer,13
641,french fries,french_fries,13
642,french horn,french_horn,13
643,frisbee,frisbee,13
644,frog,frog,16
645,fruit,fruit,13
646,fruitcake,fruitcake,13
647,fudge,fudge,15
648,fungus,fungus,13
649,funnel,funnel,13
650,fur coat,fur_coat,13
651,furnace,furnace,13
652,fuse,fuse,13
653,gallows,gallows,13
654,game,game,13
655,garbage,garbage,13
656,garbage truck,garbage_truck,16
657,gargoyle,gargoyle,18
658,garlic,garlic,13
659,garter,garter,13
660,gas mask,gas_mask,13
661,gasket,gasket,13
662,gate,gate,13
663,gauge,gauge,13
664,gauze,gauze,13
665,gavel,gavel,13
666,gazelle,gazelle,15
667,gear,gear,13
668,gearshift,gearshift,13
669,gel,gel,15
670,gem,gem,13
671,generator,generator,13
672,gift,gift,13
673,ginger,ginger,13
674,gingerbread man,gingerbread_man,13
675,giraffe,giraffe,25
676,girl,girl,14
677,glass,glass,13
678,glasses,glasses,18
679,globe,globe,13
680,glove,glove,17
681,glue,glue,13
682,go-kart,go-kart,13
683,goalpost,goalpost,14
684,goat,goat,13
685,goblet,goblet,15
686,goggles,goggles,14
687,gold,gold,19
688,goldfish,goldfish,13
689,golf cart,golf_cart,13
690,golf club,golf_club,13
691,gondola,gondola,13
692,gong,gong,13
693,goose,goose,17
694,gopher,gopher,17
695,gorilla,gorilla,22
696,gourd,gourd,18
697,graffiti,graffiti,20
698,grain,grain,13
699,gramophone,gramophone,18
700,granite,granite,15
701,granola,granola,18
702,grape,grape,21
703,grapefruit,grapefruit,19
704,grapevine,grapevine,14
705,grass,grass,16
706,grasshopper,grasshopper,21
707,grate,grate,18
708,grater,grater,13
709,gravel,gravel,13
710,gravestone,gravestone,13
711,gravy,gravy,20
712,green beans,green_beans,13
713,grenade,grenade,13
714,grill,grill,13
715,grille,grille,13
716,grinder,grinder,14
717,grits,grits,13
718,groundhog,groundhog,13
719,guacamole,guacamole,26
720,guardrail,guardrail,19
721,guillotine,guillotine,15
722,guinea pig,guinea_pig,15
723,guitar,guitar,18
724,gum,gum,13
725,gumball,gumball,13
726,gumdrop,gumdrop,14
727,gun,gun,13
728,gurney,gurney,27
729,gutter,gutter,15
730,gyro,gyro,13
731,gyroscope,gyroscope,13
732,hail,hail,13
733,hair,hair,13
734,hairbrush,hairbrush,16
735,hairdryer,hairdryer,16
736,hairnet,hairnet,15
737,hairpin,hairpin,16
738,hairspray,hairspray,13
739,ham,ham,13
740,hamburger,hamburger,13
741,hammer,hammer,13
742,hammock,hammock,13
743,hamster,hamster,15
744,hand,hand,15
745,handbrake,handbrake,13
746,handcuff,handcuff,13
747,handkerchief,handkerchief,15
748,handle,handle,14
749,handlebar,handlebar,13
750,handprint,handprint,13
751,hanger,hanger,15
752,hard disk,hard_disk,15
753,harmonica,harmonica,20
754,harness,harness,14
755,harp,harp,13
756,hash,hash,14
757,hat,hat,18
758,hatbox,hatbox,13
759,hatchet,hatchet,21
760,hawk,hawk,18
761,hay,hay,14
762,headband,headband,16
763,headdress,headdress,16
764,headlamp,headlamp,17
765,headlight,headlight,14
766,headphones,headphones,14
767,headrest,headrest,13
768,headscarf,headscarf,13
769,headset,headset,14
770,hearing aid,hearing_aid,15
771,hearse,hearse,13
772,heater,heater,15
773,hedge,hedge,14
774,hedgehog,hedgehog,16
775,helicopter,helicopter,26
776,helmet,helmet,13
777,highchair,highchair,13
778,highlighter,highlighter,13
779,hinge,hinge,13
780,hip,hip,13
781,hippopotamus,hippopotamus,19
782,hobbyhorse,hobbyhorse,14
783,hockey stick,hockey_stick,13
784,hoe,hoe,14
785,hole,hole,14
786,holster,holster,15
787,home plate,home_plate,14
788,honey,honey,16
789,honeycomb,honeycomb,14
790,honeypot,honeypot,20
791,hood,hood,13
792,hoodie,hoodie,16
793,hook,hook1,17
794,hook,hook2,13
795,hookah,hookah,16
796,hopscotch,hopscotch,13
797,horn,horn,13
798,horse,horse,18
799,horseshoe,horseshoe,15
800,hose,hose,13
801,hot chocolate,hot_chocolate,14
802,hot tub,hot_tub,15
803,hot-air balloon,hot-air_balloon,23
804,hot-water bottle,hot-water_bottle,13
805,hotdog,hotdog,13
806,hotplate,hotplate,13
807,hourglass,hourglass,15
808,hovercraft,hovercraft,14
809,hubcap,hubcap,19
810,hula hoop,hula_hoop,17
811,hummingbird,hummingbird,13
812,hummus,hummus,18
813,humvee,humvee,17
814,hydrant,hydrant,14
815,hyena,hyena,17
816,ice,ice,15
817,ice cream,ice_cream,13
818,ice cube,ice_cube,15
819,ice pack,ice_pack,13
820,ice-cream cone,ice-cream_cone,16
821,icemaker,icemaker,13
822,icepick,icepick,14
823,iceskate,iceskate,15
824,icicle,icicle,13
825,iguana,iguana,27
826,incense,incense,13
827,incubator,incubator,13
828,inhaler,inhaler,13
829,ink,ink,14
830,inkwell,inkwell,15
831,insole,insole,14
832,iron,iron,18
833,ironing board,ironing_board,16
834,ivy,ivy,14
835,jack,jack,13
836,jacket,jacket,17
837,jackhammer,jackhammer,14
838,jalapeno,jalapeno,16
839,jam,jam,16
840,jar,jar,15
841,javelin,javelin,13
842,jeans,jeans,18
843,jeep,jeep,16
844,jelly bean,jelly_bean,14
845,jellyfish,jellyfish,16
846,jersey,jersey,16
847,jet,jet,16
848,jetski,jetski,15
849,jewel,jewel,22
850,jewelry,jewelry,16
851,jigsaw puzzle,jigsaw_puzzle,15
852,joystick,joystick,16
853,jug,jug,14
854,juice,juice,14
855,juicer,juicer1,13
856,juicer,juicer2,14
857,jukebox,jukebox,14
858,jump rope,jump_rope,15
859,jumpsuit,jumpsuit,14
860,kale,kale,16
861,kaleidoscope,kaleidoscope,13
862,kangaroo,kangaroo,16
863,kayak,kayak,14
864,kazoo,kazoo,20
865,kebab,kebab,13
866,keg,keg,19
867,ketchup,ketchup,17
868,kettle,kettle,16
869,key,key,20
870,keyboard,keyboard,16
871,keyhole,keyhole,15
872,kilt,kilt,19
873,kimono,kimono,18
874,kite,kite,15
875,kitten,kitten,13
876,kiwi,kiwi,13
877,knee,knee,14
878,kneepad,kneepad,17
879,knife,knife,16
880,knitting,knitting,13
881,knitting needle,knitting_needle,19
882,knob,knob,19
883,knot,knot,13
884,koala,koala,14
885,lab coat,lab_coat,16
886,ladder,ladder,16
887,ladle,ladle,14
888,ladybug,ladybug,14
889,lamb,lamb,17
890,lamb chop,lamb_chop,19
891,lamp,lamp,14
892,lamppost,lamppost,18
893,lampshade,lampshade,13
894,landmine,landmine,13
895,lantern,lantern,15
896,lanyard,lanyard,14
897,laptop,laptop,16
898,lasagna,lasagna,16
899,laser pointer,laser_pointer,13
900,latch,latch,17
901,latte,latte,13
902,laundry basket,laundry_basket,13
903,lava,lava,13
904,lavender,lavender,13
905,lawnmower,lawnmower,17
906,leaf,leaf,15
907,leash,leash,13
908,lectern,lectern,13
909,leech,leech,14
910,leek,leek,17
911,leg,leg,17
912,leggings,leggings,13
913,lego,lego,14
914,lemon,lemon,13
915,lemonade,lemonade,17
916,lens,lens,13
917,leopard,leopard,14
918,leotard,leotard,14
919,letter opener,letter_opener,13
920,lettuce,lettuce,13
921,license plate,license_plate,13
922,licorice,licorice,14
923,lid,lid,13
924,life jacket,life_jacket,13
925,lifesaver,lifesaver,14
926,light switch,light_switch,18
927,lightbulb,lightbulb,16
928,lighter,lighter,16
929,lightning bug,lightning_bug,13
930,lime,lime,15
931,limousine,limousine,16
932,lingerie,lingerie,13
933,lion,lion,26
934,lip balm,lip_balm,13
935,lip gloss,lip_gloss,13
936,lipstick,lipstick,13
937,lizard,lizard,13
938,llama,llama,14
939,lobster,lobster,13
940,lock,lock,13
941,locker,locker,15
942,locket,locket,13
943,log,log,13
944,loincloth,loincloth,13
945,lollipop,lollipop,13
946,loom,loom,17
947,loveseat,loveseat,17
948,luggage,luggage,13
949,lumber,lumber,13
950,lunchbox,lunchbox,14
951,macadamia,macadamia,14
